Pose_ID,RMSD(A),Shape_Diff(A),Feasible,Success(<=2.0A)
838,1.4428,0.0,True,True
839,1.6834,0.0,True,True
840,1.3263,0.0,True,True
841,1.3263,0.0,True,True
842,1.3263,0.0,True,True
843,1.6244,0.0,True,True
844,1.6244,0.0,True,True
845,1.6244,0.0,True,True
846,1.6244,0.0,True,True
847,1.6244,0.0,True,True
848,1.6244,0.0,True,True
849,1.6244,0.0,True,True
850,1.816,0.0,True,True
851,1.6244,0.0,True,True
852,1.6244,0.0,True,True
853,1.6244,0.0,True,True
854,1.6244,0.0,True,True
855,1.6244,0.0,True,True
856,1.6244,0.0,True,True
857,1.6244,0.0,True,True
858,1.6244,0.0,True,True
859,1.6244,0.0,True,True
860,1.6244,0.0,True,True
861,1.6244,0.0,True,True
862,1.6244,0.0,True,True
863,1.6244,0.0,True,True
864,1.6244,0.0,True,True
865,1.6244,0.0,True,True
866,1.6244,0.0,True,True
867,1.6244,0.0,True,True
868,1.6244,0.0,True,True
869,1.6244,0.0,True,True
870,1.6244,0.0,True,True
871,1.6244,0.0,True,True
872,1.6244,0.0,True,True
873,1.6244,0.0,True,True
874,1.5888,0.0,True,True
875,1.5888,0.0,True,True
876,1.5888,0.0,True,True
877,1.5888,0.0,True,True
878,1.5888,0.0,True,True
879,1.5888,0.0,True,True
880,1.5888,0.0,True,True
881,1.5888,0.0,True,True
882,1.5888,0.0,True,True
883,1.5888,0.0,True,True
884,1.5888,0.0,True,True
885,1.5888,0.0,True,True
886,1.5888,0.0,True,True
887,3.7377,0.0,True,False
888,1.8241,0.0,True,True
889,1.6539,0.0,True,True
890,1.4662,0.0,True,True
891,1.4662,0.0,True,True
892,1.4662,0.0,True,True
893,1.4662,0.0,True,True
894,1.4662,0.0,True,True
895,1.4662,0.0,True,True
896,1.4662,0.0,True,True
897,1.4662,0.0,True,True
898,1.4662,0.0,True,True
899,1.4662,0.0,True,True
900,1.4662,0.0,True,True
901,1.4662,0.0,True,True
902,1.4662,0.0,True,True
903,1.4662,0.0,True,True
904,1.4662,0.0,True,True
905,1.4662,0.0,True,True
906,1.4662,0.0,True,True
907,1.4662,0.0,True,True
908,1.4662,0.0,True,True
909,1.4662,0.0,True,True
910,1.4662,0.0,True,True
911,1.4662,0.0,True,True
912,1.4662,0.0,True,True
913,1.4662,0.0,True,True
914,1.4662,0.0,True,True
915,1.4662,0.0,True,True
916,1.4662,0.0,True,True
917,1.4662,0.0,True,True
